Plot_ID,Species,Stems / ha,Mean DBH,BA / ha,Vol / ha,N_Pulses,N_Returns,First_Return,Multi_Return,LPI,CDensity,FCI,LCI,GapFrac,VCC,hMean,qhMean,h25,h50,h60,h70,h75,h80,h90,h95,h99,hmax,IQR,Skew,Kurtosis,VDR,CanopyRR,L_mean,L_scale,L_skewness,L_kurtosis,L_variation,Closed_Vol,Open_Vol,Oligophotic_Vol,Euphotic_Vol,cvm_filled_vol,cvm_filled_prop,Closed_Prop,Open_Prop,Oligophotic_Prop,Euphotic_Prop,p_mean,p_scale,p_skewness,p_kurtosis,p_variation,chm_rumple,chm_ruggedness,chm_roughness,chm_vf,chm_vl,chm_vd,wv_peaks,wv_auc,wv_mid,wv_min,wv_max,wv_width,wv_prominence,wv_midmin,wv_midmax,wv_minmax,h25f,h50f,h60f,h70f,h75f,h80f,h85f,h90f,h95f,h99f,L_mean_f,L_scale_f,L_skewness_f,L_kurtosis_f,L_variation_f
PL0001,LPN,1675,11,15.69,67,3501,5453,0.642,0.358,0.22,0.557,67.01,35.297,0.443,81.94,3.799,4.026,2.731,3.535,3.925,4.356,4.582,4.881,5.655,6.365,7.673,9.263,1.851,0.931,0.6,0.618,0.495,3.799,0.733,0.19,0.093,0.193,473.125,946.25,849.375,1698.75,2548.125,0.642,0.119,0.239,0.214,0.428,1.751,0.831,0.217,0.107,0.475,1.263,1.758,6.923,1538.547,935.241,603.306,1,3.347,4,11,2.5,8.5,0.11,1.676,830.667,495.667,2.856,3.678,4.07,4.478,4.747,5.027,5.388,5.778,6.558,7.762,3.923,0.751,0.171,0.096,0.192
PL0002,SS,2300,10,18.79,91,6397,10826,0.591,0.409,0.105,0.731,84.06,57.394,0.269,88.54,4.02,4.205,3.011,3.928,4.294,4.7,4.885,5.106,5.71,6.148,7.054,8.169,1.874,0.397,-0.46,0.519,0.57,4.02,0.701,0.079,0.065,0.174,265.625,425,1056.875,1691,2747.875,0.799,0.077,0.124,0.307,0.492,1.789,0.771,0.162,0.092,0.431,1.058,1.838,7.423,1959.581,1143.95,815.631,1,3.619,4,10,2.5,7.5,0.135,2.081,684.556,329,3.321,4.29,4.635,4.954,5.155,5.364,5.63,5.937,6.369,7.187,4.278,0.718,0.027,0.076,0.168
PL0003,LPN/SS,1675,10,15.35,67,3833,5940,0.645,0.355,0.198,0.589,69.84,39.108,0.411,80.9,3.801,4.016,2.791,3.58,3.933,4.328,4.558,4.837,5.465,6.23,7.856,8.942,1.767,0.976,0.956,0.6,0.484,3.801,0.711,0.179,0.107,0.187,416.25,749.25,906.25,1631.25,2537.5,0.686,0.112,0.202,0.245,0.441,1.71,0.784,0.183,0.087,0.459,1.635,2.026,6.018,1593.677,1006.259,587.419,1,3.34,4,10.5,2.5,8,0.118,1.748,289.6,165.7,2.862,3.709,4.069,4.471,4.689,4.967,5.225,5.652,6.385,8.187,3.913,0.73,0.165,0.109,0.187
PL0008,SS,1450,11,16.04,82,2681,4563,0.588,0.412,0.13,0.668,76.02,53.666,0.332,84.24,4.297,4.536,3.096,4.152,4.56,5.086,5.352,5.593,6.302,6.88,7.872,9.25,2.256,0.467,-0.434,0.551,0.546,4.297,0.824,0.099,0.065,0.192,406.5,609.75,1180.5,1770.75,2951.25,0.744,0.102,0.154,0.298,0.446,1.906,0.892,0.179,0.068,0.468,1.433,1.082,5.954,1900.799,1164.375,736.424,1,4.149,4,11,2.5,8.5,0.117,2.061,1040,504.5,3.51,4.488,4.938,5.429,5.646,5.901,6.234,6.587,7.094,8.125,4.602,0.839,0.054,0.075,0.182
PL0009,SS,2025,14,34.2,217,3513,6795,0.517,0.483,0.063,0.902,97.12,82.876,0.098,96.56,6.346,6.685,4.768,6.39,6.943,7.551,7.866,8.208,9.125,9.761,10.955,13.033,3.098,0.076,-0.598,0.51,0.579,6.346,1.202,0.008,0.079,0.189,182.875,199.5,2726.625,2974.5,5701.125,0.937,0.03,0.033,0.448,0.489,2.318,0.994,0.181,0.115,0.429,2.562,2.02,8.358,3614.925,2554.778,1060.147,1,6.035,7,15,2.5,12.5,0.13,4.918,3005,611,5.483,7.055,7.604,8.167,8.474,8.798,9.163,9.548,10.153,11.297,6.963,1.176,-0.034,0.091,0.169
PL0010,SS,400,10,3.35,13,3565,4619,0.772,0.228,0.655,0.216,22.16,19.545,0.784,36.34,3.337,3.479,2.516,3.146,3.387,3.83,4.014,4.195,4.745,5.256,5.941,6.445,1.498,0.727,-0.193,0.512,0.562,3.337,0.551,0.171,0.07,0.165,521,651.25,238,297.5,535.5,0.313,0.305,0.381,0.139,0.174,0.869,0.603,0.447,0.104,0.694,0.683,0.089,1.499,506.738,184.369,322.369,1,2.865,4,8,2.5,5.5,0.099,1.474,132,89.571,2.615,3.226,3.535,3.973,4.16,4.339,4.573,4.887,5.344,5.964,3.435,0.574,0.152,0.059,0.167
PL0012,SS,2825,11,27.78,156,9395,17017,0.552,0.448,0.035,0.926,95.78,88.717,0.074,98.01,5.516,5.751,4.356,5.562,6.046,6.442,6.696,6.968,7.615,8.182,9.033,10.611,2.34,-0.027,-0.574,0.476,0.611,5.516,0.93,-0.014,0.087,0.169,128.25,128.25,2252.25,2252.25,4504.5,0.946,0.027,0.027,0.473,0.473,1.956,0.763,0.124,0.104,0.39,2.768,1.358,8.904,3202.305,2170.398,1031.908,1,4.779,6,12.5,2.5,10,0.162,4.679,4859,1038.5,5.032,6.149,6.492,6.923,7.115,7.332,7.633,7.964,8.417,9.259,6.025,0.882,-0.061,0.122,0.146
PL0013,SS,2050,14,31.06,182,5675,9549,0.594,0.406,0.073,0.875,93.74,78.317,0.125,98.19,6.271,6.567,4.894,6.412,6.924,7.434,7.682,7.994,8.688,9.325,10.453,11.766,2.788,-0.131,-0.565,0.455,0.6,6.271,1.111,-0.039,0.087,0.177,148.5,121.5,2761,2259,5020,0.949,0.028,0.023,0.522,0.427,2.029,0.865,0.198,0.14,0.426,1.613,1.866,7.383,3614.154,2586.426,1027.728,1,5.522,7.5,13.5,2.5,11,0.145,5.395,406.091,75.273,5.362,6.925,7.382,7.834,8.091,8.345,8.632,9.031,9.56,10.544,6.672,1.106,-0.083,0.099,0.166
PL0014,SS,1700,14,28.65,199,3559,7207,0.494,0.506,0.133,0.834,90.14,76.809,0.166,93.23,8.067,8.459,6.267,8.26,8.938,9.6,9.952,10.283,11.279,11.997,13.33,15.206,3.685,-0.2,-0.526,0.457,0.605,8.067,1.451,-0.05,0.09,0.18,416.25,333,3551.25,2841,6392.25,0.895,0.058,0.047,0.497,0.398,2.918,1.35,0.243,0.14,0.463,2.381,4.629,13.534,4366.611,2842.335,1524.276,1,6.902,9.5,17,2.5,14.5,0.129,9.425,2592,275,7.251,9.125,9.701,10.269,10.596,10.96,11.338,11.777,12.461,13.6,8.813,1.401,-0.095,0.112,0.159
PL0015,SS,1975,12,26.06,145,5950,11568,0.514,0.486,0.154,0.761,94.54,56.568,0.239,99.81,5.416,5.881,3.529,4.983,5.808,6.61,7.049,7.581,8.781,9.53,10.982,12.802,3.52,0.553,-0.563,0.611,0.493,5.416,1.296,0.136,0.049,0.239,79.875,115.375,2300.625,3323.125,5623.75,0.966,0.014,0.02,0.395,0.571,2.264,0.952,0.19,0.106,0.421,3.269,1.964,11.539,3214.924,1859.284,1355.641,1,5.753,4.5,14.5,2.5,12,0.086,2.044,884.4,432.6,3.684,5.18,6.066,6.822,7.364,7.907,8.489,9.076,9.884,11.315,5.636,1.329,0.135,0.047,0.236
PL0016,SS/EL,1300,9,10.37,53,9468,17356,0.546,0.454,0.14,0.576,68.18,44.98,0.424,84.2,4.362,4.69,2.966,4.072,4.547,5.095,5.393,5.738,6.663,7.532,9.999,11.805,2.427,1.019,1.181,0.655,0.436,4.362,0.944,0.184,0.097,0.216,476.25,1111.25,1110.75,2591.75,3702.5,0.7,0.09,0.21,0.21,0.49,2.717,1.158,0.177,0.093,0.426,0.896,1.455,10.527,1871.835,758.139,1113.696,1,4.119,4,13.5,2.5,11,0.101,1.789,3419,1911,3.078,4.385,4.907,5.408,5.717,6.041,6.415,7.058,7.839,10.62,4.597,1.016,0.158,0.09,0.221
PL0017,SS,3025,10,27.51,148,5406,8856,0.61,0.39,0.049,0.899,95.97,80.464,0.101,99.05,4.833,5.066,3.652,4.707,5.162,5.624,5.913,6.176,6.89,7.511,8.445,9.891,2.261,0.327,-0.481,0.524,0.572,4.833,0.864,0.066,0.08,0.179,77,99,1774.5,2281.5,4056,0.958,0.018,0.023,0.419,0.539,1.796,0.725,0.152,0.113,0.404,2.098,1.947,7.823,2770.282,1961.949,808.333,1,4.468,5,11.5,2.5,9,0.145,2.977,743,249.571,3.998,5.081,5.493,5.95,6.174,6.475,6.766,7.151,7.739,8.547,5.137,0.859,0.042,0.087,0.167
PL0018,SS,1800,18,54.42,402,3124,6587,0.474,0.526,0.078,0.903,98.59,82.789,0.097,99.46,10.013,10.452,8.004,10.204,10.937,11.756,12.203,12.662,13.804,14.636,16.07,18.262,4.199,-0.265,-0.303,0.441,0.623,10.013,1.699,-0.054,0.106,0.17,579.5,427,4446,3276,7722,0.884,0.066,0.049,0.509,0.375,3.08,1.527,0.309,0.19,0.496,3.878,4.003,15.824,5342.595,3872.392,1470.203,1,7.936,11.5,20,2.5,17.5,0.118,16.593,2240,135,9.169,11.15,11.974,12.662,13.066,13.446,13.888,14.393,15.106,16.701,10.946,1.611,-0.088,0.116,0.147
PL0019,SS,2075,11,20.44,104,5210,8949,0.582,0.418,0.151,0.74,87.81,54.827,0.26,95.14,4.466,4.702,3.29,4.33,4.711,5.145,5.363,5.663,6.482,7.175,8.434,11.533,2.073,0.638,0.188,0.625,0.53,4.466,0.825,0.116,0.097,0.185,162.75,628.75,1424.25,3085.875,4510.125,0.851,0.031,0.119,0.269,0.582,2.021,0.886,0.179,0.086,0.438,1.757,2.713,7.797,2395.328,1344.661,1050.667,1,4.057,4.5,13.5,2.5,11,0.136,2.361,4703,1992,3.563,4.594,4.95,5.369,5.62,5.927,6.287,6.748,7.397,8.615,4.696,0.847,0.091,0.105,0.18
PL0021,SS,2350,13,31.27,170,3913,6867,0.57,0.43,0.058,0.88,95.63,77.861,0.12,96.2,5.255,5.509,3.992,5.245,5.697,6.178,6.442,6.749,7.402,8.009,9.133,10.806,2.45,0.181,-0.477,0.515,0.575,5.255,0.945,0.026,0.081,0.18,179,223.75,1937,2421.25,4358.25,0.916,0.038,0.047,0.407,0.509,1.821,0.807,0.192,0.119,0.443,1.198,2.848,8.354,2931.466,2165.37,766.096,1,4.889,5.5,12.5,2.5,10,0.146,3.697,724.6,196,4.53,5.778,6.202,6.648,6.876,7.091,7.363,7.716,8.237,9.333,5.696,0.928,-0.026,0.1,0.163
PL0022,SS/JL,925,10,7.61,33,4094,6111,0.67,0.33,0.209,0.445,55.47,22.31,0.555,73.72,3.102,3.191,2.529,2.962,3.156,3.417,3.544,3.7,4.198,4.547,5.205,6.087,1.015,0.788,0.23,0.513,0.596,3.102,0.415,0.161,0.105,0.134,325.5,651,468,936,1404,0.59,0.137,0.273,0.197,0.393,1.314,0.616,0.174,0.056,0.469,1.212,0.698,3.203,1179.481,660.915,518.565,1,2.663,4,8,2.5,5.5,0.084,1.344,2678,1993,2.568,3.008,3.207,3.497,3.63,3.785,3.983,4.335,4.611,5.237,3.158,0.427,0.157,0.098,0.135
PL0024,SS,1175,21,39.55,374,3693,8106,0.456,0.544,0.132,0.853,98.73,74.077,0.147,99.43,14.289,14.757,12.23,14.797,15.605,16.398,16.886,17.399,18.647,19.551,21.044,22.707,4.656,-0.65,0.284,0.348,0.679,14.289,2.049,-0.123,0.136,0.143,570.5,285.25,6835.5,3417.75,10253.25,0.923,0.051,0.026,0.615,0.308,4.692,2.619,0.388,0.181,0.558,6.373,3.286,20.031,7726.171,4759.206,2966.965,1,8.481,15.5,24.5,2.5,22,0.115,48.88,1222,25,13.75,15.874,16.541,17.339,17.71,18.158,18.766,19.344,20.084,21.513,15.492,1.802,-0.127,0.152,0.116
PL0025,SS,750,26,38.24,316,4506,9832,0.458,0.542,0.179,0.801,89.57,72.062,0.199,94.57,12.168,12.882,9.127,12.749,13.894,14.978,15.513,16.087,17.359,18.21,19.517,21.444,6.386,-0.372,-0.713,0.405,0.623,12.168,2.413,-0.094,0.063,0.198,775,434,5837.5,3269,9106.5,0.883,0.075,0.042,0.566,0.317,4.576,2.34,0.31,0.146,0.511,2.753,4.556,20.466,6480.33,3502.554,2977.777,2,11.01,15,23,2.5,20.5,0.084,13.123,356.5,27.167,10.75,14.152,15.165,16.143,16.607,17.08,17.512,18.081,18.674,20.221,13.293,2.363,-0.16,0.083,0.178
PL0026,SS,1100,11,10.31,45,2757,3955,0.697,0.303,0.209,0.476,52.85,35.643,0.524,67.21,3.614,3.825,2.578,3.342,3.708,4.163,4.447,4.756,5.436,6.044,7.019,7.808,1.869,0.801,-0.1,0.572,0.515,3.614,0.696,0.193,0.065,0.193,510.5,1021,547.5,1095,1642.5,0.517,0.161,0.322,0.172,0.345,1.263,0.619,0.19,0.053,0.49,1.082,1.272,5.762,1224.364,853.54,370.824,1,3.195,4,9.5,2.5,7,0.099,1.547,396,256,2.598,3.378,3.801,4.28,4.586,4.888,5.205,5.553,6.216,7.123,3.68,0.725,0.186,0.056,0.197
PL0027,SS/LPN,1725,15,30.85,168,4020,7743,0.519,0.481,0.171,0.745,87.86,60.14,0.255,94.02,5.536,5.909,3.878,5.369,5.993,6.642,7.008,7.398,8.382,9.223,10.552,12.722,3.13,0.373,-0.537,0.578,0.525,5.536,1.178,0.078,0.067,0.213,307.125,443.625,2073.375,2994.875,5068.25,0.871,0.053,0.076,0.356,0.515,2.624,1.198,0.221,0.119,0.456,1.935,3.164,12.722,2945.977,1588.202,1357.775,1,5.926,5.5,14.5,2.5,12,0.101,2.585,1419,549,4.192,5.854,6.508,7.179,7.546,7.89,8.304,8.841,9.595,10.804,5.928,1.242,0.038,0.061,0.21
PL0028,SS,1775,24,79.07,705,4769,10060,0.474,0.526,0.1,0.89,99.96,79.097,0.11,98.96,15.427,15.675,13.641,15.558,16.28,16.981,17.369,17.841,18.94,19.731,21.013,23.126,3.728,-0.369,0.182,0.327,0.734,15.427,1.563,-0.055,0.121,0.101,980.25,73.125,6989.625,3365.375,10355,0.908,0.086,0.006,0.613,0.295,3.922,2.259,0.463,0.285,0.576,3.493,5.175,16.873,8727.056,5387.186,3339.87,1,7.296,16,25,3,22,0.137,3681,1840.5,0.5,14.682,16.526,17.158,17.858,18.21,18.609,19.022,19.532,20.205,21.41,16.349,1.443,-0.067,0.112,0.088
PL0029,SS,1075,21,38.7,312,8289,17488,0.474,0.526,0.086,0.87,93.03,81.65,0.13,98.3,9.112,9.761,6.32,9.317,10.316,11.207,11.775,12.351,13.665,14.549,16.112,18.775,5.455,-0.067,-0.818,0.504,0.566,9.112,2.009,-0.024,0.058,0.22,470.25,418,4290.75,3814,8104.75,0.901,0.052,0.046,0.477,0.424,3.477,1.577,0.304,0.223,0.454,2.864,1.394,7.107,4974.213,3108.521,1865.692,2,9.6,10.5,20.5,2.5,18,0.082,4.903,4712,961,7.121,10.152,11.065,12.126,12.599,13.135,13.713,14.347,15.073,16.611,9.87,2.001,-0.048,0.059,0.203
PL0031,SS,1150,28,62.7,623,3429,7679,0.447,0.553,0.11,0.885,99.39,79.788,0.115,98.19,15.078,15.478,13.299,15.676,16.399,17.122,17.514,17.924,18.901,19.722,21.22,23.566,4.215,-0.923,0.996,0.335,0.711,15.078,1.906,-0.165,0.156,0.126,270,126,7665,3577,11242,0.966,0.023,0.011,0.659,0.307,4.444,2.517,0.426,0.236,0.566,4.726,4.335,17.539,8580.706,5272.168,3308.538,1,7.614,17,25.5,2.5,23,0.129,74.361,2677,36,15.004,16.909,17.509,18.087,18.4,18.701,19.068,19.535,20.238,21.572,16.401,1.593,-0.175,0.178,0.097
PL0032,SS,700,9,4.53,18,7492,10715,0.699,0.301,0.266,0.319,38.24,17.034,0.681,66.84,3.057,3.159,2.407,2.904,3.14,3.403,3.531,3.704,4.181,4.519,5.372,6.171,1.124,0.872,0.399,0.529,0.569,3.057,0.439,0.182,0.084,0.144,413.25,826.5,380.25,760.5,1140.75,0.479,0.174,0.347,0.16,0.319,1.494,0.632,0.113,0.047,0.423,0.988,1.024,4.644,1053.7,422.794,630.905,1,2.639,4,8,2.5,5.5,0.08,1.324,1113,840.333,2.471,2.992,3.236,3.471,3.601,3.772,3.987,4.227,4.601,5.492,3.12,0.445,0.164,0.088,0.143
PL0033,SS,1175,10,10.5,45,4982,7110,0.701,0.299,0.254,0.47,52.33,34.586,0.53,73.01,3.404,3.548,2.585,3.222,3.526,3.849,4.011,4.25,4.827,5.27,6.184,6.935,1.426,0.789,0.134,0.535,0.55,3.404,0.557,0.169,0.083,0.164,438,657,620,930,1550,0.586,0.166,0.248,0.234,0.352,1.441,0.657,0.144,0.05,0.456,2.023,1.3,5.955,1272.267,748.567,523.7,1,2.91,4,8.5,2.5,6,0.11,1.556,192.937,124,2.695,3.322,3.63,3.949,4.122,4.375,4.64,4.942,5.38,6.245,3.495,0.57,0.151,0.086,0.163
PL0034,SS,475,25,23.59,196,9415,19311,0.488,0.512,0.196,0.782,80.95,75.566,0.218,87.85,11.721,12.213,9.377,11.935,12.862,13.846,14.288,14.776,16.051,16.943,18.557,21.269,4.911,-0.279,-0.346,0.439,0.632,11.721,1.948,-0.057,0.097,0.166,1058,736,5025.5,3496,8521.5,0.826,0.103,0.071,0.487,0.339,4.595,2.284,0.296,0.146,0.497,2.734,2.846,15.435,5680.328,2832.496,2847.832,2,9.485,13.5,23,2.5,20.5,0.102,28.381,794.667,28,10.376,12.953,13.914,14.675,15.128,15.621,16.184,16.72,17.528,19.042,12.597,1.939,-0.102,0.111,0.154
PL0035,SS,1550,10,13.38,69,3219,5827,0.552,0.448,0.154,0.66,78.35,50.652,0.34,90.04,3.922,4.14,2.872,3.725,4.108,4.525,4.798,5.103,5.832,6.34,7.442,9.219,1.926,0.676,-0.071,0.596,0.527,3.922,0.744,0.145,0.074,0.19,288.125,576.25,1034.375,2068.75,3103.125,0.782,0.073,0.145,0.261,0.521,1.864,0.811,0.154,0.087,0.435,2.069,2.125,8.126,1874.796,1084.779,790.018,1,3.553,4,11,2.5,8.5,0.112,1.751,3004,1716,3.068,4.038,4.401,4.842,5.116,5.36,5.683,6.043,6.562,7.672,4.156,0.774,0.102,0.071,0.186
PL0036,SS,1675,19,45.23,375,3773,8350,0.452,0.548,0.118,0.865,99.52,75.705,0.135,95.66,12.505,12.787,10.745,12.578,13.26,13.988,14.344,14.766,15.894,16.75,18.086,19.683,3.599,-0.296,0.219,0.361,0.691,12.505,1.5,-0.038,0.124,0.12,354,177,5994,2997,8991,0.944,0.037,0.019,0.629,0.315,4,2.206,0.393,0.202,0.551,1.154,6.145,18.705,6963.862,4212.51,2751.352,1,6.971,13.5,21.5,2.5,19,0.143,221.857,1553,7,12.047,13.673,14.232,14.841,15.167,15.605,16.035,16.585,17.405,18.437,13.569,1.324,-0.036,0.124,0.098
PL0037,SS,1850,15,32.76,215,8618,18496,0.466,0.534,0.042,0.916,96.29,87.497,0.084,98.44,6.652,6.984,5.063,6.756,7.3,7.923,8.268,8.603,9.424,10.067,11.023,12.405,3.205,-0.064,-0.692,0.455,0.603,6.652,1.218,-0.019,0.075,0.183,162,121.5,3012,2259,5271,0.949,0.029,0.022,0.542,0.407,2.661,0.994,0.13,0.119,0.373,1.837,3.374,10.786,3963.78,2440.906,1522.874,1,6.17,7.5,14,2.5,11.5,0.134,6.04,740.182,122.545,5.835,7.472,8.089,8.641,8.926,9.249,9.567,9.991,10.488,11.382,7.3,1.223,-0.075,0.085,0.167
PL0038,SS,825,10,6.62,30,9726,14698,0.662,0.338,0.078,0.435,52.1,26.689,0.565,79.35,3.232,3.378,2.432,3.008,3.291,3.626,3.826,4.032,4.605,5.152,6.091,8.148,1.394,1.011,0.741,0.631,0.531,3.232,0.537,0.215,0.088,0.166,275.25,917.5,518.25,1727.5,2245.75,0.653,0.08,0.267,0.151,0.502,1.694,0.684,0.118,0.062,0.404,1.648,1.206,4.815,1385.181,588.27,796.911,1,2.784,4,10,2.5,7.5,0.091,1.408,5995,4258,2.474,3.101,3.392,3.734,3.923,4.137,4.387,4.715,5.268,6.143,3.304,0.557,0.2,0.084,0.168
PL0039,SS,500,10,3.97,18,2620,3831,0.684,0.316,0.229,0.326,36.18,24.69,0.674,54.17,3.539,3.766,2.48,3.23,3.622,3.986,4.262,4.543,5.407,6.139,7.213,8.734,1.782,1.059,0.731,0.63,0.491,3.539,0.701,0.232,0.094,0.198,678,1695,380,950,1330,0.36,0.183,0.458,0.103,0.257,1.527,0.809,0.223,0.034,0.53,1.282,1.728,6.663,815.854,324.941,490.913,1,3.09,4,10.5,2.5,8,0.095,1.496,1074,718,2.502,3.313,3.701,4.114,4.356,4.646,5.089,5.608,6.274,7.397,3.608,0.733,0.224,0.086,0.203
PL0040,SS,1175,19,35.09,235,3807,8364,0.455,0.545,0.046,0.855,96.03,76.629,0.145,96.38,8.096,8.66,5.742,8.063,8.96,9.907,10.419,10.955,12.263,13.129,14.683,22.556,4.677,0.112,-0.596,0.643,0.551,8.096,1.761,0.016,0.066,0.218,290.625,2320.375,3676.875,4902.5,8579.375,0.767,0.026,0.207,0.329,0.438,3.407,1.658,0.29,0.169,0.487,1.243,2.18,9.384,4471.951,2660.514,1811.436,1,8.9,8.5,19.5,2.5,17,0.086,4.438,2383,537,6.67,8.96,9.905,10.917,11.377,11.885,12.404,12.935,13.614,15.147,8.907,1.805,-0.032,0.071,0.203
