Plot_ID,Species,Stems / ha,Mean DBH,BA / ha,Vol / ha,N_Pulses,N_Returns,First_Return,Multi_Return,LPI,CDensity,FCI,LCI,GapFrac,VCC,hMean,qhMean,h25,h50,h60,h70,h75,h80,h90,h95,h99,hmax,IQR,Skew,Kurtosis,VDR,CanopyRR,L_mean,L_scale,L_skewness,L_kurtosis,L_variation,Closed_Vol,Open_Vol,Oligophotic_Vol,Euphotic_Vol,cvm_filled_vol,cvm_filled_prop,Closed_Prop,Open_Prop,Oligophotic_Prop,Euphotic_Prop,p_mean,p_scale,p_skewness,p_kurtosis,p_variation,chm_rumple,chm_ruggedness,chm_roughness,chm_vf,chm_vl,chm_vd,wv_peaks,wv_auc,wv_mid,wv_min,wv_max,wv_width,wv_prominence,wv_midmin,wv_midmax,wv_minmax,h25f,h50f,h60f,h70f,h75f,h80f,h85f,h90f,h95f,h99f,L_mean_f,L_scale_f,L_skewness_f,L_kurtosis_f,L_variation_f
PL0041,SS/LPN,550,8,3.14,12,3519,5032,0.699,0.301,0.357,0.279,34.53,12.492,0.721,59.42,2.999,3.116,2.326,2.795,2.995,3.327,3.46,3.648,4.107,4.542,5.665,7.973,1.134,1.513,3.802,0.649,0.529,2.999,0.448,0.242,0.112,0.15,492,1476,301.5,904.5,1206,0.38,0.155,0.465,0.095,0.285,1.266,0.617,0.163,0.031,0.487,1.142,1.334,5.137,856.171,445.727,410.444,1,2.596,4,9.5,2.5,7,0.071,1.28,456,356.333,2.361,2.837,3.068,3.376,3.521,3.693,3.905,4.12,4.553,5.585,3.036,0.452,0.226,0.107,0.149
PL0042,SS,650,9,4.85,19,3787,5128,0.738,0.262,0.274,0.32,38.9,12.453,0.68,65.76,2.794,2.87,2.32,2.618,2.775,2.975,3.106,3.243,3.675,4.166,4.859,6.446,0.786,1.463,2.63,0.594,0.575,2.794,0.346,0.269,0.146,0.124,296,1036,233,815.5,1048.5,0.441,0.124,0.435,0.098,0.343,1.165,0.549,0.135,0.012,0.472,1.526,1.018,4.179,877.275,523.871,353.404,1,2.454,4,8,2.5,5.5,0.041,1.141,543.333,476,2.329,2.624,2.779,2.991,3.122,3.255,3.445,3.701,4.199,4.858,2.807,0.35,0.268,0.146,0.125
PL0043,SS,1450,10,13.59,63,6165,8865,0.695,0.305,0.217,0.501,56.67,34.926,0.499,78.07,3.197,3.3,2.553,3.06,3.297,3.568,3.703,3.861,4.397,4.766,5.439,6.16,1.15,0.725,0.009,0.503,0.588,3.197,0.456,0.154,0.087,0.143,280.875,561.75,495.375,990.75,1486.125,0.638,0.121,0.241,0.213,0.425,1.485,0.637,0.119,0.067,0.429,1.584,0.761,3.797,1277.919,732.972,544.947,1,2.727,4,8,2.5,5.5,0.099,1.438,1438,1000,2.598,3.129,3.388,3.643,3.79,3.984,4.21,4.501,4.863,5.484,3.267,0.473,0.143,0.083,0.145
PL0044,SS,2750,18,71.74,703,6146,12098,0.508,0.492,0.037,0.959,99.74,91.919,0.041,99.82,14.646,14.758,13.477,14.737,15.21,15.659,15.911,16.177,16.876,17.435,18.433,19.47,2.434,-0.58,1.764,0.243,0.795,14.646,1.009,-0.054,0.127,0.069,897.375,23,6279,2093,8372,0.901,0.097,0.002,0.676,0.225,2.771,1.322,0.38,0.32,0.477,5.969,5.5,17.962,8378.873,6341.384,2037.49,1,4.999,15.5,21,2.5,18.5,0.2,2320.667,257.852,0.111,14.52,15.503,15.89,16.287,16.477,16.705,16.994,17.329,17.819,18.693,15.466,0.836,-0.042,0.132,0.054
PL0045,SS,325,12,4.13,16,3414,4336,0.787,0.213,0.568,0.228,22.76,22.993,0.772,30.25,3.315,3.465,2.532,3.088,3.345,3.662,3.83,4.11,4.851,5.375,6.181,6.685,1.298,0.986,0.429,0.538,0.536,3.315,0.553,0.219,0.107,0.167,606.75,1415.75,186.75,435.75,622.5,0.236,0.229,0.535,0.071,0.165,0.871,0.58,0.412,0.091,0.666,0.688,0.228,4.008,539.683,269.638,270.046,1,2.906,4,8.5,2.5,6,0.083,1.377,225.5,163.75,2.594,3.191,3.436,3.753,3.99,4.215,4.615,5.026,5.539,6.319,3.413,0.577,0.202,0.104,0.169
PL0046,SS,1600,11,16.15,76,5196,8830,0.588,0.412,0.175,0.69,82.39,49.752,0.31,93.66,4.267,4.468,3.213,4.166,4.546,4.993,5.23,5.499,6.059,6.492,7.62,9.161,2.017,0.356,-0.484,0.545,0.56,4.267,0.756,0.07,0.065,0.177,245.25,367.875,1341.75,2012.625,3354.375,0.845,0.062,0.093,0.338,0.507,1.919,0.874,0.204,0.094,0.455,2.35,1.849,7.527,2186.84,1236.797,950.043,1,4.034,4.5,11,2.5,8.5,0.128,2.179,4307,1977,3.501,4.536,4.944,5.345,5.565,5.791,6.003,6.246,6.696,7.793,4.548,0.769,0.017,0.072,0.169
PL0047,SS,450,9,3.53,15,3894,5085,0.766,0.234,0.324,0.241,28.71,8.984,0.759,51.91,2.73,2.799,2.263,2.558,2.712,2.913,3.039,3.229,3.608,3.969,4.646,5.594,0.776,1.237,1.504,0.543,0.588,2.73,0.331,0.252,0.118,0.121,352.75,1058.25,176.25,528.75,705,0.333,0.167,0.5,0.083,0.25,1.079,0.513,0.146,0.02,0.475,0.925,0.818,4.232,762.118,452.663,309.454,1,2.423,4,7.5,2.5,5,0.042,1.144,1218,1065,2.267,2.581,2.73,2.948,3.074,3.257,3.47,3.625,3.998,4.734,2.749,0.338,0.246,0.112,0.123
PL0048,SS,1300,9,9.81,45,3055,6550,0.466,0.534,0.299,0.474,70.28,27.382,0.526,88.02,3.727,3.901,2.825,3.559,3.884,4.209,4.416,4.659,5.315,5.868,6.797,10.807,1.591,0.895,1.179,0.671,0.548,3.727,0.638,0.151,0.099,0.171,375,1377.25,947.5,2084.5,3032,0.634,0.078,0.288,0.198,0.436,2.701,1.103,0.09,0.047,0.408,1.389,1.861,6.546,1638.395,364.937,1273.458,1,3.224,4,12.5,2.5,10,0.127,1.8,2669,1483,3.076,3.827,4.151,4.492,4.711,4.958,5.257,5.575,6.07,7.226,3.975,0.661,0.125,0.105,0.166
PL0050,SS,1625,11,16.32,85,4077,6838,0.596,0.404,0.177,0.678,81.36,47.736,0.322,91.67,4.442,4.701,3.166,4.293,4.776,5.252,5.507,5.794,6.594,7.213,8.215,10.744,2.341,0.475,-0.398,0.6,0.541,4.442,0.873,0.1,0.063,0.197,306.75,838.5,1280.25,2347.125,3627.375,0.76,0.064,0.176,0.268,0.492,1.902,0.884,0.219,0.104,0.465,2.607,1.654,9.324,2150.411,1188.374,962.037,1,4.351,4,12.5,2.5,10,0.11,2.014,3029,1504,3.247,4.575,5.003,5.503,5.746,6.077,6.423,6.848,7.347,8.405,4.621,0.916,0.069,0.053,0.198
PL0051,SS,1550,10,12.72,60,2615,5342,0.49,0.51,0.296,0.487,72.89,25.523,0.513,87.67,3.459,3.611,2.615,3.256,3.559,3.92,4.117,4.355,4.936,5.439,6.195,7.648,1.502,0.793,0.182,0.574,0.558,3.459,0.577,0.17,0.08,0.167,295.5,591,762.5,1525,2287.5,0.72,0.093,0.186,0.24,0.48,2.108,0.898,0.107,0.041,0.426,1.161,1.457,4.381,1507.044,440.605,1066.439,1,2.977,4,9.5,2.5,7,0.108,1.555,1181,759.5,2.763,3.463,3.792,4.163,4.359,4.572,4.818,5.149,5.577,6.418,3.627,0.604,0.131,0.071,0.166
PL0052,SS,400,30,28.3,238,12009,21900,0.548,0.452,0.259,0.718,72.56,70.832,0.282,80.56,14.337,14.776,12.063,14.58,15.517,16.452,16.896,17.379,18.775,19.755,21.219,22.857,4.833,-0.428,0.015,0.362,0.676,14.337,2.013,-0.077,0.117,0.14,1991.5,995.75,5414.5,2707.25,8121.75,0.731,0.179,0.09,0.487,0.244,5.371,3.041,0.354,0.116,0.566,3.185,6.079,20.246,6239.669,3036.751,3202.918,1,8.938,16,24.5,2.5,22,0.11,67.59,1054.4,15.6,13.218,15.476,16.385,17.101,17.524,18.092,18.68,19.346,20.385,21.651,15.173,1.922,-0.097,0.135,0.127
PL0053,LPS,825,8,4.29,18,2723,4192,0.65,0.35,0.188,0.291,37.79,13.07,0.709,53.82,3.125,3.236,2.436,2.959,3.212,3.49,3.622,3.81,4.333,4.775,5.525,6.311,1.186,0.884,0.344,0.531,0.566,3.125,0.465,0.189,0.085,0.149,500.625,1001.25,292.875,585.75,878.625,0.369,0.21,0.421,0.123,0.246,1.588,0.815,0.197,0.011,0.513,1.01,1.127,5.244,796.259,243.475,552.784,1,2.686,4,8,2.5,5.5,0.087,1.37,393.333,287,2.47,3.05,3.312,3.568,3.727,3.875,4.062,4.434,4.854,5.554,3.193,0.478,0.166,0.085,0.15
PL0054,LPN,475,8,2.63,11,3178,4806,0.661,0.339,0.366,0.202,26.56,7.801,0.798,51.91,3.031,3.147,2.344,2.801,3.065,3.39,3.538,3.674,4.237,4.747,5.506,6.25,1.194,1.017,0.627,0.552,0.55,3.031,0.464,0.224,0.089,0.153,577.125,1154.25,216.375,432.75,649.125,0.273,0.242,0.485,0.091,0.182,1.605,0.746,0.162,0.06,0.465,1.188,1.565,5.125,690.092,220.489,469.603,1,2.622,4,8,2.5,5.5,0.076,1.308,188.4,144,2.366,2.849,3.128,3.446,3.611,3.759,4.005,4.288,4.798,5.534,3.07,0.477,0.213,0.084,0.155
PL0055,LPN,650,8,4.05,17,2648,4256,0.622,0.378,0.388,0.27,36.29,11.692,0.73,60.33,3.161,3.3,2.401,2.942,3.165,3.468,3.661,3.97,4.587,5.145,5.75,7.131,1.26,1.01,0.459,0.587,0.55,3.161,0.517,0.232,0.096,0.164,498,1328,295.5,788,1083.5,0.373,0.171,0.456,0.102,0.271,1.61,0.736,0.148,0.059,0.457,1.042,1.322,6.032,863.525,301.253,562.272,1,2.763,4,9,2.5,6.5,0.075,1.318,1074,815,2.417,2.976,3.241,3.556,3.804,4.092,4.369,4.702,5.231,5.813,3.22,0.538,0.22,0.085,0.167
PL0056,SS,1900,10,16.82,88,6002,12469,0.481,0.519,0.184,0.674,86.54,49.729,0.325,91.32,4.23,4.452,3.124,4.087,4.497,4.957,5.205,5.492,6.214,6.668,7.562,8.865,2.081,0.435,-0.566,0.539,0.559,4.23,0.79,0.098,0.06,0.187,195,260,1392,1856,3248,0.877,0.053,0.07,0.376,0.501,2.512,1.025,0.151,0.079,0.408,1.464,1.796,5.774,2327.909,730.258,1597.651,1,3.992,4,10.5,2.5,8,0.118,1.993,746.25,374.375,3.462,4.578,5.001,5.449,5.682,5.967,6.215,6.525,6.93,7.74,4.609,0.818,0.03,0.057,0.178
PL0057,SS,1400,10,12.2,56,5250,8873,0.592,0.408,0.233,0.532,66.25,34.198,0.468,86.59,4.043,4.289,2.841,3.783,4.254,4.74,5.05,5.375,6.164,6.731,7.562,8.327,2.209,0.587,-0.513,0.546,0.535,4.043,0.809,0.144,0.055,0.2,374.375,599,948.125,1517,2465.125,0.717,0.109,0.174,0.276,0.441,1.983,0.877,0.18,0.095,0.442,2.516,1.511,7.189,1740.881,799.47,941.41,1,3.748,4,10,2.5,7.5,0.107,1.766,318,180.091,2.891,3.903,4.396,4.995,5.323,5.646,5.988,6.418,6.909,7.659,4.175,0.855,0.131,0.038,0.205
PL0058,SS,2575,10,24.06,116,6490,11205,0.579,0.421,0.137,0.818,98.49,58.834,0.182,99.64,4.561,4.754,3.584,4.496,4.859,5.202,5.418,5.665,6.322,6.807,8.041,11.121,1.834,0.488,0.381,0.596,0.567,4.561,0.754,0.068,0.109,0.165,33.25,57,1818.25,3117,4935.25,0.982,0.007,0.011,0.362,0.62,1.957,0.911,0.249,0.114,0.466,2.573,1.164,8.401,2732.673,1496.01,1236.663,1,3.985,5,13,2.5,10.5,0.167,3.166,6699,2116,3.964,4.849,5.154,5.497,5.704,5.939,6.201,6.535,6.946,8.314,4.877,0.73,0.044,0.126,0.15
PL0059,SS/JL,900,9,7.59,36,7081,11961,0.592,0.408,0.224,0.376,48.41,22.029,0.624,71.35,3.457,3.643,2.509,3.179,3.549,3.953,4.167,4.418,5.138,5.725,6.762,8.331,1.658,0.925,0.337,0.618,0.511,3.457,0.634,0.21,0.077,0.183,454.5,1022.625,603.5,1357.875,1961.375,0.571,0.132,0.297,0.176,0.395,1.942,0.807,0.157,0.094,0.416,1.021,0.887,3.898,1345.362,353.958,991.404,1,2.998,4,10,2.5,7.5,0.101,1.516,3989,2631,2.525,3.338,3.671,4.112,4.343,4.556,4.861,5.335,5.93,6.862,3.556,0.668,0.19,0.066,0.188
PL0060,SS,1150,12,15.22,70,7593,13782,0.551,0.449,0.168,0.697,84.22,51.802,0.303,95.83,4.358,4.621,3.094,4.16,4.629,5.113,5.41,5.717,6.523,7.114,8.4,10.867,2.316,0.606,-0.105,0.617,0.519,4.358,0.866,0.124,0.07,0.199,177,354,1410,2820,4230,0.888,0.037,0.074,0.296,0.592,2.173,0.915,0.164,0.09,0.421,1.613,2.925,8.086,2366.442,1086.447,1279.995,1,4.182,4,12.5,2.5,10,0.11,1.942,1628.25,838.5,3.281,4.465,4.949,5.521,5.78,6.07,6.416,6.83,7.339,8.562,4.618,0.905,0.093,0.057,0.196
PL0061,SS,1150,14,20.18,100,5136,9313,0.551,0.449,0.15,0.739,86.14,58.894,0.261,94.02,4.798,5.098,3.439,4.607,5.131,5.694,5.98,6.353,7.242,7.888,9.027,10.123,2.541,0.441,-0.505,0.545,0.532,4.798,0.98,0.096,0.068,0.204,236.25,337.5,1615.25,2307.5,3922.75,0.872,0.053,0.075,0.359,0.513,2.114,0.89,0.168,0.105,0.421,2.235,1.333,5.825,2571.386,1494.855,1076.531,1,4.914,5,12,2.5,9.5,0.107,2.227,1006,451.75,3.719,4.961,5.512,6.055,6.391,6.781,7.129,7.556,8.236,9.216,5.114,1.014,0.069,0.066,0.198
PL0062,LPN,675,9,4.44,19,2614,4207,0.621,0.379,0.399,0.266,35.04,12.869,0.734,57.43,3.217,3.357,2.443,3.012,3.274,3.596,3.819,3.989,4.681,5.139,5.82,6.822,1.376,0.896,0.186,0.558,0.553,3.217,0.53,0.207,0.081,0.165,517.125,1206.625,276.375,644.875,921.25,0.348,0.196,0.456,0.104,0.244,1.682,0.792,0.162,0.052,0.471,0.968,1.093,5.534,826.011,268.229,557.783,1,2.773,4,8.5,2.5,6,0.091,1.406,528,375.5,2.456,3.064,3.36,3.739,3.936,4.11,4.448,4.779,5.259,5.85,3.281,0.555,0.196,0.07,0.169
PL0063,SS,2250,10,20.54,118,2448,4516,0.542,0.458,0.106,0.768,83.78,68.472,0.232,90.04,5.247,5.548,3.84,5.164,5.651,6.205,6.459,6.854,7.707,8.327,9.681,11.399,2.619,0.329,-0.48,0.547,0.542,5.247,1.027,0.063,0.075,0.196,426,585.75,1690,2323.75,4013.75,0.798,0.085,0.117,0.336,0.462,2.102,1.028,0.22,0.089,0.489,1.974,3.479,10.072,2476.252,1589.73,886.522,1,5.238,5.5,13,2.5,10.5,0.12,2.804,644,229.667,4.46,5.766,6.229,6.741,7.076,7.361,7.66,8.142,8.717,9.902,5.749,1.038,0.002,0.096,0.18
PL0064,SS,925,15,17.82,82,3488,5600,0.623,0.377,0.208,0.62,64.88,57.197,0.38,76.99,4.61,4.957,3.156,4.321,4.842,5.427,5.753,6.113,7.181,8.139,9.543,11.07,2.597,0.716,-0.047,0.61,0.483,4.61,1.02,0.155,0.083,0.221,634.375,1087.5,1217.125,2086.5,3303.625,0.657,0.126,0.216,0.242,0.415,1.747,0.815,0.16,0.051,0.467,1.624,2.271,8.212,1801.721,1139.625,662.096,1,4.494,4,13,2.5,10.5,0.101,1.932,2187,1132,3.273,4.549,5.105,5.714,6,6.39,6.851,7.55,8.488,9.692,4.814,1.07,0.137,0.079,0.222
PL0065,SS,375,9,2.57,10,5471,8236,0.664,0.336,0.337,0.258,33.03,11.573,0.742,60.51,3.015,3.16,2.3,2.702,2.989,3.273,3.439,3.634,4.492,5.049,5.933,7.865,1.139,1.39,1.743,0.656,0.508,3.015,0.496,0.302,0.129,0.164,457.125,1371.375,319.125,957.375,1276.5,0.411,0.147,0.442,0.103,0.308,1.353,0.619,0.158,0.06,0.458,1.174,1.235,3.838,957.323,347.584,609.739,1,2.654,4,9.5,2.5,7,0.059,1.23,2008,1632,2.31,2.699,2.984,3.291,3.456,3.671,4.01,4.588,5.088,5.972,3.035,0.508,0.308,0.127,0.168
PL0067,SS,1400,14,24.19,127,3094,6455,0.479,0.521,0.21,0.77,96.22,59.328,0.23,96.88,6.475,6.756,5.11,6.585,7.09,7.574,7.846,8.129,8.856,9.534,10.755,12.232,2.736,-0.084,-0.439,0.462,0.602,6.475,1.098,-0.031,0.1,0.17,477.125,433.75,2432.375,2211.25,4643.625,0.836,0.086,0.078,0.438,0.398,2.887,1.471,0.264,0.078,0.509,1.572,2.834,10.531,3217.185,1607.107,1610.079,1,5.375,7.5,14,2.5,11.5,0.159,7.267,686.75,94.5,5.888,7.216,7.65,8.073,8.266,8.554,8.843,9.264,9.898,11.085,7.024,1.06,-0.076,0.136,0.151
PL0068,SS,1500,13,20.56,118,3606,7794,0.463,0.537,0.237,0.727,94.2,54.226,0.273,96.35,5.872,6.164,4.549,5.857,6.336,6.872,7.175,7.469,8.269,8.909,10.448,13.469,2.626,0.228,-0.037,0.565,0.562,5.872,1.061,0.023,0.106,0.181,240,312,2405,3126.5,5531.5,0.909,0.039,0.051,0.395,0.514,3.024,1.434,0.216,0.062,0.474,1.26,2.997,9.816,3190.602,1345.768,1844.834,1,5.211,6.5,15,2.5,12.5,0.15,4.884,802.25,164.25,5.144,6.433,6.936,7.401,7.634,7.955,8.285,8.672,9.25,11.042,6.387,1.044,-0.007,0.115,0.163
PL0069,SS,2050,16,43.08,296,3347,6583,0.508,0.492,0.099,0.878,98.45,76.761,0.122,99.43,8.387,8.715,6.84,8.503,9.146,9.776,10.142,10.514,11.377,12.011,13.074,14.59,3.302,-0.288,-0.34,0.417,0.642,8.387,1.344,-0.059,0.105,0.16,155.625,114.125,3811.875,2795.375,6607.25,0.96,0.023,0.017,0.554,0.406,2.617,1.323,0.331,0.194,0.506,3.353,2.172,10.512,4743.696,3175.934,1567.762,1,6.482,9,16.5,2.5,14,0.143,14.557,1332,91.5,7.568,9.251,9.893,10.476,10.751,11.08,11.445,11.849,12.37,13.338,9.036,1.301,-0.092,0.105,0.144
PL0070,SS,1800,15,37.08,302,4695,10368,0.453,0.547,0.138,0.833,97.76,71.356,0.167,97.92,10.497,10.842,8.927,10.824,11.455,12.095,12.429,12.851,13.735,14.371,15.398,16.749,3.502,-0.657,0.316,0.354,0.682,10.497,1.512,-0.118,0.13,0.144,252.5,126.25,5037.5,2518.75,7556.25,0.952,0.032,0.016,0.635,0.317,4.04,2.087,0.324,0.127,0.516,2.329,5.22,16.321,6028.28,3359.359,2668.921,1,6.794,11.5,18.5,2.5,16,0.14,22.766,1901,83.5,10.078,11.829,12.347,12.954,13.255,13.541,13.893,14.241,14.768,15.618,11.476,1.336,-0.141,0.134,0.116
PL0071,SS,1550,21,57.05,508,22823,50200,0.455,0.545,0.009,0.121,12.86,11.513,0.879,99.62,9.852,10.439,7.273,10.196,11.039,11.965,12.417,12.906,14.161,15.254,16.8,20.109,5.144,-0.169,-0.656,0.493,0.586,9.852,1.972,-0.047,0.077,0.2,741,1176.25,4284.5,3608,7892.5,0.805,0.076,0.12,0.437,0.368,10.85,2.489,-0.179,0.1,0.229,4.235,3.231,13.838,4963.837,241.769,4722.068,1,9.004,12,22,2.5,19.5,0.098,8.964,1008.5,112.5,8.638,11.263,12.163,12.883,13.367,13.84,14.351,15.06,15.853,17.168,10.852,1.94,-0.095,0.101,0.179
PL0072,LPS/SS,1750,20,60.56,527,16962,36305,0.467,0.533,0.036,0.227,26.21,19.63,0.773,95.14,14.169,14.637,12.177,14.608,15.459,16.282,16.758,17.226,18.424,19.338,20.843,22.611,4.581,-0.733,0.541,0.354,0.68,14.169,2.029,-0.131,0.147,0.143,539,269.5,6867,3433.5,10300.5,0.927,0.049,0.024,0.618,0.309,13.398,3.461,-0.261,0.084,0.258,1.428,6.634,21.823,7691.712,278.458,7413.255,1,8.413,15.5,24.5,2.5,22,0.115,31.88,1466.5,46,13.33,15.513,16.246,17.054,17.426,17.904,18.391,19.024,19.923,21.313,15.134,1.833,-0.12,0.147,0.121
PL0073,SS/LPS,1625,18,43.69,322,3814,8332,0.458,0.542,0.13,0.854,98.85,74.015,0.146,99.28,10.279,10.617,8.568,10.492,11.143,11.836,12.192,12.607,13.558,14.243,15.639,18.05,3.624,-0.376,-0.029,0.419,0.657,10.279,1.499,-0.068,0.114,0.146,349.125,257.25,4676.375,3445.75,8122.125,0.931,0.04,0.029,0.536,0.395,3.689,1.902,0.331,0.161,0.516,4.648,2.551,16.675,5754.01,3500.41,2253.6,1,7.077,11,20,2.5,17.5,0.136,30.09,3009,100,9.746,11.491,12.076,12.682,12.977,13.318,13.667,14.105,14.805,15.878,11.256,1.345,-0.09,0.12,0.119
PL0074,SS,2225,14,36.21,207,5660,9584,0.591,0.409,0.08,0.851,94.1,72.171,0.149,95.66,5.599,5.935,4.005,5.604,6.182,6.766,7.115,7.444,8.26,8.878,9.839,11.053,3.11,0.122,-0.84,0.493,0.569,5.599,1.131,0.024,0.051,0.202,88.875,98.75,2291.625,2546.25,4837.875,0.963,0.018,0.02,0.456,0.507,1.892,0.796,0.192,0.134,0.421,2.96,2.825,10.136,3163.647,2138.12,1025.527,1,6.034,6,13,2.5,10.5,0.101,2.673,1974,738.5,4.066,5.878,6.472,7.141,7.457,7.768,8.135,8.579,9.083,9.98,5.817,1.187,0.003,0.036,0.204
PL0075,SS,1550,17,38.89,314,4188,9683,0.433,0.567,0.12,0.86,99.71,75.578,0.14,96.38,11.175,11.5,9.676,11.47,12.106,12.732,13.094,13.481,14.365,15.04,16.268,18.109,3.418,-0.669,0.437,0.367,0.687,11.175,1.507,-0.12,0.141,0.135,162.75,93,5391.75,3081,8472.75,0.971,0.019,0.011,0.618,0.353,4.038,2.139,0.35,0.149,0.53,5.144,2.975,15.97,6491.172,3694.234,2796.938,1,6.627,12.5,20,2.5,17.5,0.147,39.208,3764,96,11.122,12.552,13.073,13.62,13.873,14.171,14.506,14.953,15.481,16.598,12.372,1.198,-0.098,0.146,0.097
PL0076,SS/LPS,1700,19,50.51,433,4502,10142,0.444,0.556,0.148,0.83,98.53,70.585,0.17,99.82,10.886,11.244,9.266,11.243,11.936,12.591,12.94,13.326,14.183,14.83,16.001,17.823,3.674,-0.639,0.22,0.369,0.68,10.886,1.57,-0.122,0.125,0.144,165.375,86.625,5389.125,2822.875,8212,0.971,0.02,0.01,0.637,0.334,4.284,2.218,0.316,0.115,0.518,3.396,5.972,15.445,6341.941,3463.957,2877.983,1,7.037,12.5,19.5,2.5,17,0.136,25.557,3578,140,10.51,12.342,12.865,13.415,13.682,13.971,14.286,14.714,15.227,16.451,11.942,1.349,-0.139,0.134,0.113
